rodzaj,ksztalt_kapelusza,powierzchnia_kapelusza,kolor_kapelusza,zasinienia,zapach,sposob_przyrastania_blaszek,odstep_miedzy_blaszkami,rozmiar_blaszek,kolor_blaszek,ksztalt_trzonu,korzen_trzonu,powierzchnia_trzonu_nad_pierscieniem,powierzchnia_lodygi_ponizej_pierscienia,kolor_trzonu_nad_pierscieniem,kolor_trzonu_pod_pierscieniem,rodzaj_oslony,kolor_oslony,liczba_pierscieni,rodzaj_pierscienia,kolor_wysypu_zarodnikow,populacja,srodowisko
jadalny,dzwonowy,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,jedwabista,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,szary,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,gładki,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wypukły,łuskowaty,brązowy,nie,stęchły,przyrooniete,mały,szeroki,żółty,powiększający,szerszy,jedwabista,łuskowata,cynamonowy,cynamonowy,częściowa,biały,brak,brak,biały,skupiona,laśne
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wypukły,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,pomarańczowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,brązowy,jeden,opadający,błyszczący,skupiona,liście
trujący,wybrzuszony,gładki,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wypukły,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wybrzuszony,gładki,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wybrzuszony,gładki,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,dzwonowy,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wybrzuszony,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,pomarańczowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,brązowy,jeden,opadający,żółty,kilka,liście
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,łuskowaty,żółty,nie,brak,wolne,bardzo mały,wąski,biały,powiększający,szerszy,łuskowata,łuskowata,żółty,żółty,częściowa,żółty,jeden,zanikający,biały,skupiona,liście
jadalny,wybrzuszony,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,jedwabista,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,brązowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,żółty,skupiona,liście
trujący,wybrzuszony,gładki,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wybrzuszony,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
jadalny,wybrzuszony,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,płaski,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,pomarańczowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,brązowy,jeden,opadający,błyszczący,skupiona,liście
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,dzwonowy,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wybrzuszony,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,jedwabista,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,gładki,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,wybrzuszony,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,gładki,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,gładki,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,dzwonowy,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,brązowy,kilka,liście
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wypukły,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,pomarańczowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,żółty,kilka,liście
jadalny,dzwonowy,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wypukły,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,brązowy,kilka,liście
trujący,wybrzuszony,gładki,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,gładki,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,dzwonowy,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,dzwonowy,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,gładki,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wypukły,gładki,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,łuskowaty,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,szary,powiększający,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wybrzuszony,gładki,brązowy,nie,brak,wolne,mały,szeroki,biały,powiększający,bulwiasty,łuskowata,łuskowata,brązowy,brązowy,częściowa,biały,dwa,opadający,biały,samotna,laśne
trujący,wybrzuszony,gładki,czerwony,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,dzwonowy,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,pomarańczowy,kilka,liście
jadalny,dzwonowy,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,gładki,czerwony,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wybrzuszony,gładki,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,płaski,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,płaski,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,płaski,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,pomarańczowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,żółty,skupiona,liście
trujący,wybrzuszony,łuskowaty,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,wybrzuszony,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
jadalny,dzwonowy,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,błyszczący,skupiona,liście
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,gładki,brązowy,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,wybrzuszony,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,łuskowaty,czerwony,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
trujący,płaski,łuskowaty,cynamonowy,nie,stęchły,przyrooniete,mały,szeroki,biały,powiększający,szerszy,jedwabista,łuskowata,cynamonowy,cynamonowy,częściowa,biały,brak,brak,biały,skupiona,laśne
trujący,wypukły,gładki,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,biały,częściowa,biały,jeden,zanikający,biały,kilka,laśne
jadalny,wybrzuszony,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,jedwabista,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,rozsiana,trawy
trujący,wybrzuszony,gładki,czerwony,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wypukły,łuskowaty,brązowy,nie,stęchły,wolne,mały,szeroki,biały,powiększający,szerszy,jedwabista,łuskowata,cynamonowy,cynamonowy,częściowa,biały,brak,brak,biały,skupiona,laśne
trujący,płaski,łuskowaty,czerwony,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,wybrzuszony,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,brązowy,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,brązowy,jeden,opadający,błyszczący,skupiona,liście
trujący,wybrzuszony,gładki,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,dzwonowy,włóknisty,szary,nie,brak,wolne,bardzo mały,szeroki,szary,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,dzwonowy,włóknisty,biały,nie,brak,wolne,bardzo mały,szeroki,różowy,powiększający,missing,gładka,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,wypukły,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,pomarańczowy,jeden,opadający,żółty,kilka,liście
trujący,wybrzuszony,łuskowaty,brązowy,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,liście
jadalny,płaski,gładki,brązowy,nie,brak,przyrooniete,mały,szeroki,żółty,powiększający,missing,gładka,gładka,pomarańczowy,pomarańczowy,częściowa,brązowy,jeden,opadający,pomarańczowy,skupiona,liście
jadalny,wypukły,gładki,biały,nie,brak,wolne,bardzo mały,szeroki,szary,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,gładki,czerwony,nie,pikantny,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,gładka,biały,biały,częściowa,biały,jeden,zanikający,biały,kilka,liście
trujący,wybrzuszony,gładki,czerwony,nie,rybny,wolne,mały,wąski,błyszczący,zbieżny,missing,jedwabista,jedwabista,biały,różowy,częściowa,biały,jeden,zanikający,biały,kilka,ścieżki
jadalny,wypukły,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,biały,powiększający,missing,jedwabista,jedwabista,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
jadalny,dzwonowy,gładki,szary,nie,brak,wolne,bardzo mały,szeroki,szary,powiększający,missing,gładka,gładka,biały,biały,częściowa,biały,dwa,opadający,biały,liczna,trawy
trujący,wybrzuszony,łuskowaty,brązowy,nie,nieprzyjemy,wolne,mały,wąski,błyszczący,zbieżny,missing,gładka,jedwabista,różowy,różowy,częściowa,biały,jeden,zanikający,biały,kilka,laśne
